locationId,location,city,country,utc,local,parameter,value,unit,latitude,longitude
8720,PT01046,Braga,PT,2017-12-29T11:00:00+00:00,2017-12-29T11:00:00+00:00,pm10,23.6,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T11:00:00+00:00,2017-12-29T11:00:00+00:00,no2,31.2,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T10:00:00+00:00,2017-12-29T10:00:00+00:00,pm10,23.6,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T10:00:00+00:00,2017-12-29T10:00:00+00:00,no2,41,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T09:00:00+00:00,2017-12-29T09:00:00+00:00,no2,33.7,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T09:00:00+00:00,2017-12-29T09:00:00+00:00,pm10,23.6,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T08:00:00+00:00,2017-12-29T08:00:00+00:00,pm10,25.9,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T08:00:00+00:00,2017-12-29T08:00:00+00:00,no2,21.2,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T07:00:00+00:00,2017-12-29T07:00:00+00:00,no2,15.2,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T07:00:00+00:00,2017-12-29T07:00:00+00:00,pm10,26,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T06:00:00+00:00,2017-12-29T06:00:00+00:00,pm10,30.5,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T06:00:00+00:00,2017-12-29T06:00:00+00:00,no2,15,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T05:00:00+00:00,2017-12-29T05:00:00+00:00,pm10,30.7,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T04:00:00+00:00,2017-12-29T04:00:00+00:00,pm10,30.7,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T04:00:00+00:00,2017-12-29T04:00:00+00:00,no2,19.2,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T03:00:00+00:00,2017-12-29T03:00:00+00:00,no2,23,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T03:00:00+00:00,2017-12-29T03:00:00+00:00,pm10,30.7,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T02:00:00+00:00,2017-12-29T02:00:00+00:00,no2,27.3,µg/m³,41.449722,-8.296389
8720,PT01046,Braga,PT,2017-12-29T02:00:00+00:00,2017-12-29T02:00:00+00:00,pm10,30.7,µg/m³,41.449722,-8.296389
